wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5.0,1.0,0.0,34.0,5.0,10.0,34.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,1.0,1.0,true
1.0,3.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,2.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0,0.0,0.0,false
3.0,4.0,0.0,8.0,17.0,1.0,0.0,8.0,3.0,0.0,75.0,1.0,0.0,0.964286,0.666667,3.0,3.0,23.0,1.0,0.6667,false
148.0,1.0,0.0,60.0,236.0,0.0,43.0,55.0,48.0,0.733909,9104.0,0.769231,9.0,0.0,0.147804,0.0,0.0,60.337838,34.0,4.5878,false
8.0,1.0,0.0,17.0,44.0,18.0,3.0,17.0,7.0,0.761905,360.0,0.666667,2.0,0.0,0.4375,0.0,0.0,43.625,1.0,0.875,true
3.0,2.0,0.0,3.0,6.0,3.0,0.0,3.0,3.0,2.0,17.0,0.0,0.0,0.964286,0.533333,0.0,0.0,4.666667,1.0,0.3333,true
4.0,1.0,1.0,2.0,19.0,0.0,1.0,1.0,2.0,0.0,101.0,1.0,0.0,0.0,0.5,0.0,0.0,23.75,1.0,0.75,true
5.0,2.0,0.0,10.0,12.0,10.0,4.0,8.0,5.0,2.0,62.0,0.0,0.0,0.9,0.4,1.0,2.0,11.4,1.0,0.6,true
7.0,1.0,0.0,16.0,12.0,0.0,11.0,6.0,7.0,0.5,140.0,1.0,3.0,0.0,0.326531,0.0,0.0,18.571429,5.0,2.4286,true
5.0,4.0,0.0,44.0,6.0,0.0,43.0,1.0,5.0,0.666667,40.0,1.0,0.0,0.764706,0.533333,0.0,0.0,6.4,1.0,0.8,true
10.0,3.0,0.0,16.0,31.0,29.0,0.0,16.0,9.0,0.722222,284.0,1.0,0.0,0.859649,0.269841,3.0,3.0,27.0,5.0,1.5,false
12.0,1.0,0.0,6.0,39.0,46.0,1.0,5.0,3.0,0.8,510.0,1.0,2.0,0.0,0.227273,0.0,0.0,41.083333,11.0,3.5,true
22.0,1.0,0.0,13.0,70.0,229.0,13.0,0.0,21.0,0.97619,681.0,1.0,0.0,0.0,0.172619,0.0,0.0,29.863636,8.0,2.6364,true
5.0,2.0,0.0,6.0,13.0,10.0,0.0,6.0,5.0,2.0,51.0,0.0,0.0,0.714286,0.45,0.0,0.0,9.2,1.0,0.8,true
0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
2.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,2.0,75.0,0.0,0.0,0.0,0.5,0.0,0.0,36.5,9.0,4.5,true
17.0,1.0,0.0,11.0,47.0,42.0,2.0,10.0,6.0,0.701389,688.0,1.0,2.0,0.0,0.364706,0.0,0.0,38.941176,12.0,2.7647,true
4.0,2.0,0.0,10.0,20.0,6.0,4.0,8.0,4.0,2.0,131.0,0.0,0.0,0.931034,0.416667,1.0,1.0,31.75,1.0,0.5,true
9.0,2.0,0.0,11.0,34.0,34.0,1.0,10.0,6.0,0.75,239.0,1.0,0.0,0.5,0.333333,0.0,0.0,25.444444,6.0,1.4444,true
35.0,1.0,0.0,47.0,35.0,595.0,47.0,35.0,35.0,2.0,35.0,0.0,0.0,0.0,0.081081,0.0,0.0,0.0,1.0,1.0,false
4.0,1.0,0.0,10.0,24.0,0.0,1.0,9.0,4.0,0.166667,178.0,1.0,1.0,0.0,0.5,0.0,0.0,43.0,2.0,1.0,true
6.0,2.0,0.0,6.0,9.0,13.0,4.0,4.0,5.0,0.8,28.0,1.0,0.0,0.9,0.4,0.0,0.0,3.5,1.0,0.5,true
45.0,1.0,0.0,27.0,112.0,730.0,3.0,24.0,35.0,0.836777,844.0,1.0,6.0,0.0,0.209877,0.0,0.0,17.511111,4.0,1.2667,true
8.0,2.0,0.0,8.0,35.0,12.0,0.0,8.0,5.0,0.5,262.0,1.0,0.0,0.588235,0.375,0.0,0.0,31.5,6.0,2.0,true
3.0,4.0,0.0,9.0,21.0,3.0,0.0,9.0,2.0,1.5,119.0,1.0,0.0,0.964286,0.666667,2.0,4.0,38.333333,2.0,1.0,false
4.0,1.0,0.0,0.0,12.0,6.0,0.0,0.0,4.0,2.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,11.5,2.0,1.0,true
19.0,1.0,0.0,11.0,46.0,0.0,1.0,10.0,19.0,0.7,227.0,0.2,2.0,0.0,0.192982,0.0,0.0,10.684211,4.0,1.3158,true
6.0,1.0,0.0,8.0,32.0,0.0,0.0,8.0,4.0,0.4,160.0,1.0,1.0,0.0,0.416667,0.0,0.0,25.333333,2.0,1.3333,true
29.0,1.0,40.0,65.0,43.0,330.0,57.0,11.0,29.0,0.917857,318.0,0.9,6.0,0.0,0.17931,0.0,0.0,9.62069,4.0,1.2414,true
