wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5.0,2.0,0.0,19.0,18.0,0.0,8.0,15.0,4.0,0.785714,84.0,0.0,7.0,0.5,0.4,0.0,0.0,14.4,3.0,1.2,true
10.0,3.0,0.0,13.0,41.0,7.0,1.0,12.0,9.0,0.638889,286.0,0.5,0.0,0.72,0.285714,2.0,6.0,27.2,6.0,1.4,true
10.0,1.0,0.0,4.0,38.0,0.0,0.0,4.0,9.0,0.388889,287.0,1.0,0.0,0.0,0.34,0.0,0.0,27.5,5.0,1.6,false
4.0,4.0,0.0,3.0,7.0,6.0,2.0,2.0,1.0,2.0,26.0,0.0,0.0,0.98125,0.5,2.0,3.0,5.5,3.0,1.25,false
25.0,2.0,2.0,20.0,82.0,160.0,5.0,18.0,8.0,0.881944,596.0,0.833333,5.0,0.768421,0.197917,2.0,8.0,22.36,3.0,1.08,true
5.0,1.0,3.0,13.0,6.0,10.0,10.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6,1.0,0.8,false
13.0,1.0,0.0,13.0,61.0,0.0,4.0,9.0,0.0,0.881944,553.0,0.333333,3.0,0.0,0.179487,0.0,0.0,40.615385,4.0,1.0,true
17.0,2.0,0.0,6.0,34.0,34.0,1.0,6.0,7.0,0.722222,323.0,0.777778,1.0,0.444444,0.173611,1.0,2.0,17.470588,3.0,1.0,true
13.0,1.0,0.0,8.0,36.0,58.0,1.0,7.0,13.0,0.791667,191.0,1.0,2.0,0.0,0.201923,0.0,0.0,13.384615,1.0,0.9231,false
8.0,1.0,0.0,30.0,8.0,28.0,28.0,2.0,8.0,2.0,8.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,1.0,false
3.0,1.0,0.0,3.0,7.0,0.0,2.0,1.0,3.0,0.142857,125.0,0.142857,1.0,0.0,0.555556,0.0,0.0,38.333333,3.0,1.6667,false
8.0,2.0,0.0,2.0,19.0,0.0,1.0,1.0,8.0,0.428571,65.0,0.0,1.0,0.708333,0.3,1.0,4.0,6.875,1.0,0.875,false
6.0,1.0,1.0,5.0,7.0,15.0,3.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.416667,0.0,0.0,0.5,1.0,0.8333,false
7.0,1.0,2.0,10.0,8.0,21.0,7.0,3.0,0.0,2.0,10.0,0.0,0.0,0.0,0.4,0.0,0.0,0.428571,1.0,0.8571,false
6.0,2.0,0.0,10.0,25.0,0.0,2.0,10.0,6.0,0.666667,91.0,0.0,3.0,0.5,0.333333,0.0,0.0,13.666667,1.0,0.8333,true
6.0,2.0,0.0,2.0,17.0,0.0,0.0,2.0,6.0,0.1,90.0,1.0,1.0,0.5,0.583333,1.0,1.0,13.666667,2.0,1.1667,true
2.0,1.0,0.0,7.0,5.0,0.0,4.0,5.0,1.0,0.833333,57.0,0.0,3.0,0.0,0.75,0.0,0.0,24.5,1.0,0.5,true
27.0,2.0,0.0,20.0,64.0,167.0,13.0,11.0,22.0,0.761538,446.0,1.0,0.0,0.333333,0.102564,2.0,6.0,15.333333,12.0,1.5926,true
2.0,4.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,13.0,0.0,0.0,0.923077,0.666667,1.0,1.0,5.5,2.0,1.0,true
5.0,1.0,0.0,8.0,6.0,0.0,8.0,0.0,0.0,0.125,100.0,0.0,0.0,0.0,0.55,0.0,0.0,18.2,1.0,0.4,false
13.0,1.0,0.0,79.0,22.0,0.0,79.0,0.0,10.0,0.125,145.0,0.0,0.0,0.0,0.294872,1.0,1.0,10.0,6.0,1.2308,true
2.0,1.0,2.0,7.0,16.0,0.0,2.0,5.0,1.0,0.0,66.0,1.0,1.0,0.0,0.666667,0.0,0.0,31.5,1.0,0.5,false
8.0,2.0,0.0,16.0,22.0,0.0,11.0,6.0,6.0,0.142857,100.0,1.0,1.0,0.631579,0.232143,2.0,2.0,11.375,4.0,1.375,true
7.0,3.0,2.0,4.0,21.0,13.0,2.0,2.0,3.0,0.875,185.0,0.75,0.0,0.583333,0.366667,1.0,2.0,24.285714,1.0,0.7143,true
1.0,4.0,0.0,36.0,2.0,0.0,36.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,false
12.0,2.0,0.0,9.0,33.0,34.0,0.0,9.0,5.0,0.590909,453.0,1.0,0.0,0.885057,0.283333,1.0,5.0,36.583333,3.0,1.0,false
4.0,1.0,0.0,16.0,6.0,6.0,15.0,3.0,3.0,1.0,15.0,0.0,2.0,0.0,0.833333,0.0,0.0,2.25,1.0,0.75,false
7.0,1.0,0.0,4.0,17.0,5.0,1.0,4.0,5.0,0.666667,109.0,1.0,2.0,0.0,0.392857,0.0,0.0,14.142857,2.0,1.2857,true
