wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
16.0,3.0,0.0,6.0,52.0,112.0,1.0,5.0,11.0,0.777778,509.0,1.0,0.0,0.74,0.344444,2.0,8.0,30.625,1.0,0.8125,false
12.0,2.0,14.0,23.0,23.0,0.0,17.0,8.0,12.0,0.363636,149.0,1.0,2.0,0.731707,0.21875,1.0,7.0,11.25,5.0,1.5833,false
53.0,1.0,0.0,34.0,150.0,1362.0,22.0,15.0,49.0,1.001603,2089.0,0.375,0.0,0.0,0.125,0.0,0.0,37.962264,49.0,4.3962,true
49.0,3.0,2.0,43.0,100.0,1176.0,34.0,12.0,46.0,1.0,743.0,0.0,1.0,0.606838,0.122222,3.0,21.0,14.142857,16.0,1.8571,false
1.0,1.0,0.0,5.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,false
9.0,1.0,0.0,8.0,9.0,36.0,7.0,1.0,9.0,2.0,9.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,1.0,false
7.0,4.0,0.0,18.0,28.0,15.0,4.0,14.0,6.0,0.5,166.0,1.0,0.0,0.973094,0.314286,4.0,7.0,22.571429,1.0,0.8571,true
8.0,3.0,0.0,4.0,22.0,28.0,1.0,3.0,7.0,2.0,177.0,0.0,0.0,0.860465,0.375,2.0,4.0,21.125,1.0,0.75,false
8.0,1.0,0.0,1.0,8.0,28.0,0.0,1.0,8.0,2.0,8.0,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,1.0,1.0,false
5.0,2.0,0.0,3.0,16.0,4.0,1.0,2.0,5.0,0.0,129.0,1.0,0.0,0.851852,0.4,0.0,0.0,24.4,5.0,1.6,false
5.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,5.0,0.25,32.0,1.0,0.0,0.0,0.533333,1.0,1.0,5.2,2.0,0.8,false
33.0,1.0,10.0,113.0,53.0,526.0,103.0,21.0,32.0,0.998047,300.0,0.0,16.0,0.0,0.234375,0.0,0.0,7.606061,2.0,1.0,false
7.0,1.0,0.0,7.0,18.0,0.0,3.0,6.0,5.0,0.5,155.0,0.0,1.0,0.0,0.458333,0.0,0.0,20.857143,4.0,1.4286,true
11.0,2.0,0.0,2.0,20.0,0.0,1.0,1.0,9.0,0.2,632.0,1.0,0.0,0.590909,0.381818,1.0,2.0,56.181818,1.0,0.8182,false
2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,0.75,0.0,0.0,2.5,1.0,0.5,false
2.0,4.0,0.0,5.0,7.0,1.0,0.0,5.0,2.0,2.0,15.0,0.0,0.0,0.979592,0.75,1.0,6.0,6.5,1.0,0.5,false
15.0,3.0,0.0,55.0,96.0,23.0,0.0,55.0,9.0,0.798319,1308.0,1.0,8.0,0.811594,0.214286,2.0,3.0,85.066667,14.0,3.1333,false
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,false
48.0,1.0,0.0,8.0,106.0,388.0,1.0,7.0,26.0,0.895703,2321.0,0.901961,2.0,0.0,0.236702,0.0,0.0,46.291667,21.0,1.8958,false
3.0,5.0,0.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,8.0,0.0,0.0,0.990698,0.666667,1.0,2.0,1.666667,1.0,0.6667,false
9.0,1.0,0.0,3.0,24.0,0.0,2.0,2.0,0.0,0.892857,353.0,0.0,1.0,0.0,0.62963,0.0,0.0,37.444444,3.0,1.4444,false
7.0,3.0,0.0,15.0,36.0,0.0,0.0,15.0,6.0,0.814815,242.0,0.444444,2.0,0.934211,0.285714,2.0,8.0,32.285714,3.0,1.1429,false
16.0,2.0,0.0,4.0,24.0,120.0,2.0,2.0,14.0,2.0,229.0,0.0,0.0,0.821429,0.304688,1.0,7.0,13.3125,1.0,0.9375,false
4.0,1.0,0.0,67.0,4.0,6.0,67.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.583333,0.0,0.0,0.0,1.0,1.0,false
6.0,3.0,0.0,10.0,44.0,15.0,0.0,10.0,5.0,1.0,615.0,0.0,0.0,0.615385,0.375,3.0,6.0,101.166667,7.0,2.0,true
5.0,1.0,1.0,17.0,6.0,10.0,15.0,2.0,5.0,2.0,8.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,1.0,0.8,false
5.0,3.0,0.0,4.0,17.0,10.0,0.0,4.0,5.0,2.0,74.0,0.0,0.0,0.98,0.466667,2.0,5.0,13.8,16.0,3.8,false
8.0,3.0,0.0,1.0,21.0,28.0,1.0,0.0,7.0,1.142857,273.0,0.0,0.0,0.857143,0.225,0.0,0.0,17.375,2.0,0.875,false
5.0,5.0,0.0,13.0,23.0,4.0,1.0,13.0,3.0,0.75,251.0,1.0,2.0,0.968992,0.44,1.0,5.0,48.4,10.0,3.0,true
0.0,1.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,2.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
14.0,1.0,0.0,15.0,36.0,39.0,3.0,12.0,14.0,0.826923,343.0,0.75,0.0,0.0,0.196429,0.0,0.0,22.642857,2.0,1.0714,false
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,false
10.0,1.0,0.0,12.0,59.0,0.0,7.0,5.0,7.0,0.305556,596.0,0.75,1.0,0.0,0.44,0.0,0.0,58.2,1.0,0.7,false
4.0,5.0,0.0,5.0,12.0,0.0,1.0,4.0,2.0,0.636364,179.0,1.0,0.0,0.989529,0.55,1.0,1.0,41.0,1.0,0.5,false
4.0,3.0,0.0,21.0,26.0,0.0,0.0,21.0,3.0,0.333333,123.0,1.0,1.0,0.949153,0.4,2.0,5.0,29.5,2.0,1.0,false
8.0,1.0,0.0,2.0,12.0,0.0,2.0,0.0,8.0,0.52381,217.0,0.833333,0.0,0.0,0.583333,0.0,0.0,25.375,4.0,1.875,false
3.0,3.0,0.0,6.0,7.0,3.0,1.0,5.0,3.0,2.0,40.0,0.0,0.0,0.953488,0.555556,2.0,2.0,12.333333,1.0,0.6667,false
5.0,4.0,0.0,19.0,22.0,4.0,1.0,19.0,5.0,0.5,225.0,1.0,0.0,0.969697,0.4,2.0,4.0,43.8,13.0,3.0,false
6.0,1.0,0.0,4.0,17.0,0.0,3.0,1.0,6.0,0.7,183.0,0.0,0.0,0.0,0.722222,0.0,0.0,28.5,7.0,1.8333,false
2.0,5.0,0.0,5.0,6.0,1.0,0.0,5.0,2.0,2.0,14.0,0.0,0.0,0.982143,0.75,2.0,7.0,6.0,1.0,0.5,false
