wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
8.0,2.0,0.0,4.0,22.0,4.0,1.0,3.0,4.0,0.767857,273.0,1.0,2.0,0.708333,0.291667,1.0,2.0,31.125,6.0,2.375,true
1.0,1.0,0.0,7.0,1.0,0.0,6.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,true
7.0,1.0,0.0,6.0,30.0,17.0,0.0,6.0,2.0,0.75,144.0,0.0,1.0,0.0,0.277778,0.0,0.0,19.285714,2.0,0.8571,true
2.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.75,0.0,0.0,3.0,1.0,0.5,true
8.0,1.0,0.0,6.0,22.0,22.0,0.0,6.0,8.0,0.714286,157.0,0.0,2.0,0.0,0.339286,0.0,0.0,18.25,2.0,1.125,true
10.0,1.0,0.0,9.0,16.0,29.0,6.0,3.0,0.0,0.777778,94.0,1.0,1.0,0.0,0.25,0.0,0.0,7.6,1.0,0.8,true
17.0,2.0,0.0,8.0,30.0,114.0,1.0,7.0,13.0,0.828125,200.0,1.0,0.0,0.642857,0.3625,1.0,1.0,10.294118,4.0,0.8235,true
2.0,1.0,0.0,3.0,22.0,1.0,1.0,2.0,2.0,2.0,128.0,0.0,0.0,0.0,0.75,0.0,0.0,63.0,5.0,2.5,true
6.0,2.0,0.0,3.0,8.0,15.0,0.0,3.0,6.0,1.0,34.0,0.0,0.0,0.818182,0.5,1.0,1.0,4.333333,2.0,0.8333,true
5.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.208333,268.0,0.0,0.0,0.0,0.333333,0.0,0.0,51.4,4.0,2.0,true
19.0,1.0,0.0,4.0,40.0,159.0,0.0,4.0,14.0,0.819444,198.0,0.5,2.0,0.0,0.203947,0.0,0.0,9.210526,2.0,1.1053,true
6.0,1.0,6.0,10.0,10.0,7.0,8.0,2.0,2.0,0.72,174.0,0.0,1.0,0.0,0.44,0.0,0.0,27.166667,6.0,1.8333,true
5.0,1.0,0.0,1.0,17.0,10.0,0.0,1.0,4.0,2.0,58.0,0.0,0.0,0.0,0.666667,0.0,0.0,10.6,1.0,0.8,true
2.0,1.0,0.0,3.0,4.0,1.0,0.0,3.0,2.0,1.0,12.0,0.0,1.0,0.0,0.666667,0.0,0.0,4.5,1.0,0.5,true
10.0,3.0,0.0,8.0,42.0,0.0,0.0,8.0,5.0,0.866667,435.0,0.2,1.0,0.825,0.311111,1.0,1.0,41.0,6.0,1.6,true
5.0,1.0,0.0,9.0,31.0,10.0,0.0,9.0,2.0,0.875,151.0,0.0,0.0,0.0,0.3,0.0,0.0,28.8,4.0,1.6,true
4.0,7.0,0.0,5.0,25.0,0.0,4.0,4.0,3.0,0.666667,125.0,0.5,0.0,0.996865,0.45,0.0,0.0,29.75,3.0,1.0,true
10.0,1.0,0.0,3.0,17.0,0.0,2.0,1.0,9.0,0.555556,249.0,0.0,1.0,0.0,0.466667,0.0,0.0,23.4,5.0,2.1,true
18.0,1.0,0.0,62.0,55.0,99.0,52.0,11.0,12.0,0.885154,395.0,0.47619,4.0,0.0,0.20915,0.0,0.0,19.777778,5.0,1.5556,true
3.0,6.0,0.0,4.0,13.0,1.0,1.0,3.0,2.0,0.75,59.0,1.0,0.0,0.996992,0.444444,1.0,1.0,18.0,2.0,1.0,true
2.0,1.0,0.0,4.0,15.0,0.0,1.0,3.0,2.0,0.25,77.0,0.0,1.0,0.0,0.666667,0.0,0.0,35.5,2.0,1.0,false
4.0,3.0,0.0,6.0,7.0,6.0,2.0,4.0,4.0,2.0,30.0,0.0,0.0,0.945455,0.875,1.0,1.0,6.5,2.0,1.0,true
1.0,7.0,0.0,4.0,14.0,0.0,3.0,2.0,1.0,2.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,55.0,0.0,0.0,true
